"";"GSM1866367";"GSM1866368";"GSM1866369";"GSM1866370";"GSM1866371";"GSM1866372";"GSM1866373";"GSM1866374";"GSM1866381";"GSM1866382";"GSM1866383";"ID";"SPOT_ID";"CONTROL_TYPE";"REFSEQ";"GB_ACC";"GENE";"GENE_SYMBOL";"GENE_NAME";"UNIGENE_ID";"ENSEMBL_ID";"TIGR_ID";"ACCESSION_STRING";"CHROMOSOMAL_LOCATION";"CYTOBAND";"DESCRIPTION";"GO_ID";"SEQUENCE";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"A_33_P3413987";8,637429;7,6910114;8,543843;7,6050043;6,249003;5,9800735;6,33611;6,306812;8,227521;8,305174;7,086878;NA;NA;NA;NA;NA;710;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1295997;7,11711767058824;1,5024563923302;0,152487513096436;0,373441673795463;-5,41674561342855
"A_33_P3413989";9,555385;7,7870564;9,060756;8,667877;6,674456;6,7969594;6,500475;6,6618752;9,245828;9,298127;6,582547;NA;NA;NA;NA;NA;710;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,50923986666667;7,5455644;1,45480929690668;0,165088876487687;0,392376601189506;-5,48098233767044
"A_33_P3413997";6,6934156;5,243209;4,4087553;5,8035865;5,3319073;5,6620836;5,7836285;5,232934;3,8360977;3,585895;2,6242669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0155449666666696;4,43765870588235;0,0298869367277414;0,976527412630112;0,990359787346828;-6,51224392467412
"A_33_P3414017";11,564552;11,552972;11,318639;10,804773;10,50115;11,409941;10,899301;10,442716;9,364744;9,058544;9,072939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,520996000000002;10,1336755882353;0,963213736370852;0,349794701107213;0,62391689434451;-6,04420204184989
"A_33_P3414027";2,1106253;1,644068;1,8732378;1,3505254;1,5549232;1,611562;1,7972647;1,8285301;2,6894047;5,524478;2,5376;NA;NA;NA;NA;NA;727924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,122073783333332;2,42564195882353;-0,207341421345606;0,83836310854695;0,94906571939331;-6,49039146075026
"A_33_P3414037";3,6535373;1,8286368;2,087105;1,525403;1,714199;1,760359;1,9465785;2,8408198;2,8327675;3,1796744;2,6575847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,298825799999999;2,56086455882353;-0,602778380391834;0,555117143859535;0,827803535608157;-6,32599629092462
"A_33_P3414107";2,0323548;2,6968951;1,982171;2,5843198;2,0621874;4,8192487;5,8301377;6,6748524;3,1040096;4,15728;4,2519836;NA;NA;NA;NA;NA;729040;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,55629891666667;3,79584102352941;-5,32573953661624;6,86176296332884e-05;0,00327253624070336;1,83229388373583
"A_33_P3414137";2,418848;1,8081743;3,0889642;1,5210311;1,7061822;1,782682;1,9542475;1,9336913;2,7478242;3,0824487;2,6028056;NA;NA;NA;NA;NA;392862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,110344233333334;2,52815205294118;0,230009183405406;0,821003881894817;0,943879738774414;-6,48525381349616
"A_33_P3414187";2,1788392;1,6287928;1,8814831;1,3844771;1,5822927;1,6524867;1,8343191;5,213844;2,655901;3,008437;2,5262556;NA;NA;NA;NA;NA;117194;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,80601961666666;2,48509073529412;-3,06052785415203;0,00748281022126595;0,0583056186911243;-2,70309595885405
"A_33_P3414202";6,3825893;9,422378;10,487126;7,5432186;7,0217676;6,89731;6,8924108;6,4276237;7,9056706;7,8900337;6,0670867;NA;NA;NA;NA;NA;55796;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,29904766666667;7,04806531764706;1,36588200887671;0,190898119519032;0,427361060661844;-5,59661377193516
"A_33_P3414302";3,0830274;1,7785314;2,0156562;1,451764;1,6929893;1,7024567;2,4288409;1,8997874;2,7972448;5,060439;2,8914535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,210243316666666;2,61067205294118;-0,373508991471177;0,713679801983498;0,920016090749275;-6,44050986802972
"A_33_P3414472";3,95521;2,7205608;1,966506;3,097457;1,7355229;2,890974;3,6543643;2,1661813;3,9742808;4,4399824;3,7042913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,182567683333333;3,79011812941176;-0,141282613708656;0,889412899638133;0,959196180896719;-6,50233877717968
"A_33_P3414507";2,1728768;1,6709194;1,9043794;1,3890691;1,5895737;1,6511499;1,8274148;1,8626161;2,6875293;3,0497212;2,5520506;NA;NA;NA;NA;NA;126370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,115354066666667;2,30713118235294;-0,337418305661526;0,740194211411178;0,920016090749275;-6,45374021945637
"A_33_P3414594";3,0807855;2,1942494;2,526507;2,2945278;2,2377853;2,6354027;3,6155286;2,9644458;3,2678804;3,148346;3,6601958;NA;NA;NA;NA;NA;9970;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,795110916666665;3,08244867647059;-1,54292990916954;0,142422857207627;0,35906081225603;-5,36096988702852
"A_33_P3414734";2,3237357;1,5421476;1,7959695;1,3022019;1,4800233;2,5189028;4,141655;3,2175848;3,9337392;3,6797352;6,2961497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,85245643333333;3,82226892941176;-3,31796840085051;0,00435886924003444;0,0423387518146176;-2,18879254275177
"A_33_P3414880";6,44791;4,280091;5,678984;3,4149344;4,0063205;3,904583;4,1537514;2,864914;2,6817708;3,6880672;3,6216996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,11280445;3,86613707058824;1,03771143277301;0,314856854767786;0,584506921980739;-5,9713877144185
"A_33_P3414907";4,5552464;4,916592;4,616568;4,0328927;3,3289723;1,6346248;3,8233335;3,3824933;4,4284883;3,9173427;2,5288534;NA;NA;NA;NA;NA;80896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,244569300000002;3,76947115294118;0,327297973765656;0,747692136056068;0,920865044385186;-6,45721260941827
"A_33_P3414930";5,9677033;5,6455765;5,295491;4,449432;4,4548388;5,322086;5,0458364;5,293237;3,7462041;3,8034716;3,962611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0196512333333345;4,40313147647059;0,0439763734878126;0,965468221240619;0,986773680209639;-6,51170299765304
"A_33_P3415032";4,869121;4,3405294;4,8556824;3,9464874;4,321934;4,1493516;4,5466566;3,7556047;2,6935785;3,0335674;2,545956;NA;NA;NA;NA;NA;3738;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,262720316666668;3,68002005294118;0,635615805590359;0,534026771784853;0,808182803742701;-6,30536379919448
"A_33_P3415047";2,0339468;1,502477;1,7454401;1,2732352;1,4623471;1,5293723;1,7250142;1,7576187;2,588949;2,937567;2,4607813;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,150180033333333;2,19028877647059;-0,455537807784559;0,654852851173845;0,904855780429981;-6,40554689537505
"A_33_P3415052";5,3424745;3,6687603;3,257917;7,3991704;7,7451334;8,88785;11,290644;11,591464;11,14332;11,140263;11,69262;NA;NA;NA;NA;NA;348938;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5,3908364;9,36035015294118;-4,94828163881538;0,000145918053214266;0,00513902123836731;1,09840311776019
"A_33_P3415086";4,819432;4,3477473;5,648116;5,807657;6,225909;6,660621;7,015159;6,7760463;7,0211797;7,1996107;6,974789;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,31068893333333;6,53047104117647;-2,76262549700641;0,013883846137649;0,0845748797331982;-3,28526230473248
"A_33_P3415087";8,086054;7,323416;8,644939;8,041786;8,826461;8,0108185;8,652046;8,1996975;10,047901;9,984157;10,818994;NA;NA;NA;NA;NA;1184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,270292666666666;9,33223267647059;-0,720888327024725;0,481395125083304;0,758760899582991;-6,246960228243
"A_33_P3415092";10,554949;9,447318;10,787689;10,632101;10,897159;10,213442;11,175871;10,806773;11,828524;11,753203;12,358295;NA;NA;NA;NA;NA;1184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,569212333333329;11,2990281176471;-1,55119374557551;0,140437994820026;0,356151290630852;-5,34944748029759
"A_33_P3415166";8,395092;7,663283;7,5057383;6,460633;7,1132507;6,376743;7,1783314;6,2120924;4,657659;3,3105617;3,5768375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,55724476666667;5,6277998;1,01228731734034;0,326487765433429;0,597412309266487;-5,99677250077197
"A_33_P3415191";6,738912;6,824552;5,5795736;5,05402;5,463934;6,125161;6,0692315;6,934132;7,6755905;7,852627;7,9137235;NA;NA;NA;NA;NA;5205;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,537322983333332;6,78996985294118;-1,21800179248593;0,240907174373179;0,492662481601861;-5,77599700792259
"A_33_P3415240";2,506548;2,5590177;2,67833;2,08383;3,2911062;3,2644207;2,387669;2,0158415;2,9328854;4,0510015;2,692221;NA;NA;NA;NA;NA;730091;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,528786850000001;3,23543735882353;1,25748241542553;0,226651291679737;0,474353234613476;-5,72973518071347
"A_33_P3415280";5,4533844;4,3691263;2,8744094;1,5614691;2,618909;2,4147906;2,0355673;2,0414858;2,8417015;3,1842864;3,478751;NA;NA;NA;NA;NA;26256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,17682158333333;3,24026209411765;1,59342008849088;0,130656457102274;0,341356442579167;-5,28987273719891
"A_33_P3415310";2,2710462;1,7382468;1,9844208;1,4610289;1,6668189;1,729388;1,913378;1,9335713;2,7346241;3,1041472;2,607067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,11498305;2,37544608823529;-0,338521817622954;0,739378262250858;0,920016090749275;-6,45335529134793
"A_33_P3415321";4,1285048;1,6087697;8,219068;6,021379;6,746098;6,039155;5,5149865;5,788041;5,087413;4,2936406;5,249406;NA;NA;NA;NA;NA;338069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,191017999999997;5,22916704117647;-0,168038205793597;0,868662123816605;0,953351622153509;-6,49804330923059
"A_33_P3415410";7,2499323;5,2876387;6,4987283;6,084853;3,8708677;4,611476;4,414691;3,9069438;2,937934;4,0987997;3,4880397;NA;NA;NA;NA;NA;5727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,43976526666667;4,20233014705882;2,12513054074076;0,0495268826489237;0,18699606810577;-4,45123927652155
"A_33_P3415475";2,1081693;1,5145929;1,768725;1,2909148;1,4653143;1,538566;1,7303816;1,756314;2,5844524;2,922843;2,4541476;NA;NA;NA;NA;NA;494188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,128967416666666;2,20333022941176;-0,38631020803228;0,704363501534902;0,919328776822336;-6,43550001273688
"A_33_P3415551";6,306352;4,930439;4,4205623;7,258951;7,9492197;7,394006;3,6442688;2,453625;4,863012;3,8894513;2,5000367;NA;NA;NA;NA;NA;150763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,32764143333334;4,44728508235294;3,62473767996176;0,00228193719124319;0,0280585941804191;-1,56804569687335
"A_33_P3415625";2,4069302;4,8343854;5,4140925;3,6095161;4,0807395;2,5100284;1,9969223;3,9382591;2,7919245;3,162494;4,24748;NA;NA;NA;NA;NA;84125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,84169131666667;3,88964987058824;0,647601563061442;0,52644049243281;0,799763979532759;-6,29757394275548
"A_33_P3415653";4,5209885;2,922312;4,3010607;4,217149;5,439847;5,7315593;3,9333968;4,90529;5,27023;4,4348125;6,153462;NA;NA;NA;NA;NA;100128668;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,102809350000002;5,15360607647059;0,170387107832785;0,866844884099098;0,95333137589725;-6,49763084267192
"A_33_P3415663";7,490474;6,9412847;7,1150284;8,272639;8,331137;8,131536;6,415993;6,5072017;8,305132;8,279718;8,710011;NA;NA;NA;NA;NA;153364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,25208583333334;8,02438345882353;3,30569355083509;0,00447300671499993;0,0428989174217667;-2,21348560101133
"A_33_P3415668";4,355081;1,8430928;2,367741;1,5624192;1,7718024;4,789321;6,2650504;7,0364237;4,219524;3,1984532;5,3202586;NA;NA;NA;NA;NA;643923;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,86916081666666;3,81008843529412;-4,78291287786114;0,000204122799595703;0,00613184330562416;0,771818992250873
"A_33_P3415748";2,0538979;1,590596;1,8253767;1,3161513;1,508898;1,5603241;1,7644262;1,7943182;2,8023524;3,936834;2,7178712;NA;NA;NA;NA;NA;100129072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,136831533333332;2,47812873529412;-0,222632780892704;0,826642751200493;0,94538247014421;-6,4869837664519
"A_33_P3415778";5,5322685;4,159039;5,057416;3,574016;1,9764931;2,9536636;2,167077;2,1971521;2,92904;3,2796988;2,758634;NA;NA;NA;NA;NA;100129721;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,69336815;3,31789538823529;2,34545673367392;0,0322456074650461;0,142486199002173;-4,06398107951436
"A_33_P3415820";6,3300333;5,1750283;4,6996484;9,730548;7,7062016;7,898405;9,791993;11,275882;9,6376915;9,520245;9,921562;NA;NA;NA;NA;NA;7057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,61062673333333;8,64277747647059;-3,82306235119604;0,00150171703252688;0,0214969883687159;-1,16463140910093
"A_33_P3415828";4,5990343;4,7685304;4,156991;3,763043;2,304378;2,1802206;1,7515126;3,6987028;3,371373;2,9996648;2,5047052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,903591850000002;3,21884109411765;1,33820526813269;0,199566034991229;0,439094817576896;-5,63143658584063
"A_33_P3415843";5,8029914;6,9652042;6,4216795;5,5391264;6,437438;6,5382886;7,770756;7,4817805;8,5509615;8,623247;8,618492;NA;NA;NA;NA;NA;1384;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,3421469;7,68309144705882;-3,26232947748748;0,00490043544214476;0,0454808301593819;-2,30060117932157
"A_33_P3415888";5,5774913;7,3525524;4,956346;3,4730182;3,980136;2,4460986;4,5433106;5,3565683;3,6778774;3,062577;2,9389348;NA;NA;NA;NA;NA;374739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,318999033333332;3,88564005294118;-0,373828117685884;0,713446975194533;0,920016090749275;-6,44038699026453
"A_33_P3415972";4,16063;3,610594;4,879775;3,0462065;3,3844137;3,1521819;4,818796;2,0327396;5,040089;4,9732985;5,086445;NA;NA;NA;NA;NA;222553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,279865716666668;4,55538167058824;0,478930269516236;0,638477701159881;0,895408019088406;-6,39434040539153
"A_33_P3416097";2,0947492;1,6122267;1,844677;1,3328769;1,5386617;1,5975609;1,7856311;1,8178203;2,6657329;3,020934;2,5249336;NA;NA;NA;NA;NA;2162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,131600299999999;2,26254578235294;-0,389709311053652;0,701897820799307;0,91890600140128;-6,43414191670661
"A_33_P3416142";2,331324;1,8377669;2,0998514;2,4160643;5,7125607;6,1198044;6,501977;6,4362555;5,7429633;6,0575714;6,5872216;NA;NA;NA;NA;NA;100131234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,0495543;5,26971541176471;-3,1908153425737;0,00569521067713235;0,0492094439637306;-2,4438252604009
"A_33_P3416291";2,269802;1,7951026;2,050458;1,495399;1,6838653;1,7295301;1,920125;4,0177355;2,810783;3,1553402;2,6363704;NA;NA;NA;NA;NA;644041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,13157075;2,66733416470588;-1,64841883431087;0,118789857317827;0,320998201837503;-5,21056422811327
"A_33_P3416347";3,6042013;1,9542265;2,2057707;1,622359;1,8190551;1,8647196;2,061202;2,0976105;2,9647448;3,2999542;2,794186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0989824500000003;2,73537116470588;0,154729059510313;0,878972879863404;0,956198787995005;-6,50027262327939
"A_33_P3416376";5,1232734;3,9776192;4,6585207;4,8770556;4,4245467;4,8843384;5,3805666;4,3735595;3,7198622;3,7866306;2,6700406;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,219504049999997;5,07386544117647;-0,181471066711;0,858280302224708;0,951684661655383;-6,49560755107976
"A_33_P3416414";9,047781;9,159666;7,117295;5,880792;3,9926753;4,6104827;3,9697452;4,732553;6,410587;6,3261395;6,1065087;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,2836329;6,08510615882353;2,17241269505662;0,0452206165604252;0,176372012371354;-4,36980573088821
"A_33_P3416473";2,2233849;3,0485823;3,6615558;6,3845115;6,0870275;5,2753205;2,2621796;2,0460403;5,2530417;5,1813087;6,8624334;NA;NA;NA;NA;NA;646999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,29262046666667;4,83550125294118;2,6380799275365;0,0179155973099141;0,0992449442647116;-3,52296701710065
"A_33_P3416483";7,4572186;6,6104474;6,5248656;7,931855;8,305778;8,058485;8,08497;8,271705;6,1986656;6,1369505;6,5783334;NA;NA;NA;NA;NA;284702;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,696895899999998;6,8748109;-1,58633060207401;0,132257156586476;0,344101545365402;-5,2999557290285
"A_33_P3416574";9,430549;6,3819737;7,817009;9,471476;9,626006;10,034734;9,977033;9,623508;10,436012;10,632948;10,894293;NA;NA;NA;NA;NA;51390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,00664588333333;9,95973945294118;-1,44361951080543;0,168169789817906;0,396949375167165;-5,4958405654329
"A_33_P3416588";5,570643;5,271066;5,422711;4,461388;4,5076365;4,4016113;3,9926414;3,2679524;4,2002077;3,1627245;3,6402698;NA;NA;NA;NA;NA;6014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30887906666667;3,98060652941176;2,93719856378523;0,0096765265738631;0,0672676710062797;-2,94613962214196
"A_33_P3416634";4,1730385;3,7991204;2,1222646;1,5877888;2,2000453;2,7475944;3,1377063;2,0326316;2,8453426;3,1982021;2,712365;NA;NA;NA;NA;NA;360226;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,18647305;3,12333095294118;0,270803186488423;0,790010050854565;0,932166285876321;-6,47467645078153
"A_33_P3416668";5,566008;5,34882;5,831944;4,065461;4,5799017;4,9696283;3,2408483;4,21475;2,7509816;3,3905973;2,5833175;NA;NA;NA;NA;NA;64856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,33249468333334;3,98305868823529;2,74542077761859;0,0143835723188652;0,0863814358563707;-3,31832564158132
"A_33_P3416682";5,245288;4,7216687;4,3888288;4,7331347;4,4922376;4,0001836;4,5579357;4,648168;2,8495324;3,1912575;2,957113;NA;NA;NA;NA;NA;400950;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,00616161666666493;4,07454914117647;-0,0109295987122231;0,991414940985146;0,996043642122002;-6,51264613661876
"A_33_P3416804";5,309094;3,6866074;7,503211;1,3953936;1,597001;1,6540524;1,8321629;1,8612139;2,7257702;3,070452;2,5646453;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,67753816666667;2,94773293529412;1,42383323156262;0,173733237263663;0,404161572951951;-5,5218986125506
"A_33_P3416807";3,2831798;1,7359732;2,001546;1,4693666;1,6482567;1,7274837;1,8986337;1,8846865;2,6952374;3,026935;2,5520616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0859742333333344;2,40498929411765;0,200675052429534;0,843485184786178;0,949545768986641;-6,49180161911209
"A_33_P3416966";7,041722;5,7875996;6,2655563;3,7824688;3,4182963;1,6650821;1,8486688;1,9633374;4,0278335;3,4515524;2,5510197;NA;NA;NA;NA;NA;84553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,75411775;3,62521505882353;2,72874466743965;0,014884483587921;0,0881753618801557;-3,35030622514774
"A_33_P3417305";4,3811207;4,753157;3,061731;5,070141;4,885351;4,5341926;4,071491;4,7942824;4,85926;5,3881264;3,7502599;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0147288500000018;4,16777421176471;0,0237866516773066;0,981317368273008;0,99128991632175;-6,51241411937511
"A_33_P3417328";3,861444;1,8470364;2,0689125;1,6523921;4,4541054;3,210989;2,1596277;2,2032487;3,9295545;3,2863755;4,1990137;NA;NA;NA;NA;NA;57619;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,667708366666668;3,28621071764706;1,05649718348768;0,3064565980889;0,574154021009959;-5,95227903331743
"A_33_P3417404";2,4308023;2,4219184;2,1143606;2,2906475;3,9684815;1,7788594;1,9670255;2,5754395;3,9904919;3,976052;5,127633;NA;NA;NA;NA;NA;400728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,229612450000001;3,46610910588235;0,394019282436882;0,698776346841535;0,91890600140128;-6,43240311193019
"A_33_P3417432";2,4552915;8,320868;8,362247;1,6856587;1,8487458;1,9452138;2,1020231;2,1635587;2,9868245;3,3429267;2,856999;NA;NA;NA;NA;NA;100129098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,97021323333334;3,32687823529412;1,28037972899846;0,218690446685937;0,464640749291175;-5,70235374753524
"A_33_P3417474";5,681665;1,8995502;2,1635516;1,5855124;1,7783667;1,8273029;2,003894;2,0069315;2,879482;3,2324555;2,7033567;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,483912050000001;2,68163007647059;0,615775434566382;0,546716422429967;0,819689296442786;-6,31795454964004
"A_33_P3417553";2,2137027;1,6595463;1,9083412;1,3705841;1,5666739;1,6174182;1,8202568;1,8649023;2,723514;3,0660274;2,5750155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,119868483333333;2,30759445294118;-0,346430956271094;0,73353962082322;0,920016090749275;-6,45056017947421
"A_33_P3417611";5,2210693;1,4938349;1,7370028;1,2631732;1,4395931;1,57025;1,7058487;1,7528996;2,6103196;2,9516358;2,4683137;NA;NA;NA;NA;NA;56104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,391446400000002;2,37968730588235;0,512555790777545;0,615275620726447;0,875695370272513;-6,37727843427958
"A_33_P3417626";10,498723;10,372303;9,451658;8,714654;6,6450562;7,284888;7,507498;7,803729;9,109524;9,253631;8,6761265;NA;NA;NA;NA;NA;375704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,17226686666667;9,12388880588235;1,41576549332671;0,176044549327113;0,406957145542963;-5,5324442651107
"A_33_P3417751";2,3545637;9,423098;6,954633;4,1252174;4,096712;5,109446;4,814584;4,958735;5,149727;4,4696565;4,2417693;NA;NA;NA;NA;NA;10485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,457285516666668;4,62803864705882;0,381700545609036;0,707712756502862;0,920016090749275;-6,43732313142541
"A_33_P3417840";3,6349866;1,5516661;1,8066705;1,3111261;1,4886918;1,5599943;1,7510966;1,7768471;2,611775;2,9501128;2,4778037;NA;NA;NA;NA;NA;388289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,128217383333335;2,31060029411765;0,255347083352898;0,801713379491349;0,937241537070783;-6,47888512879163
"A_33_P3417865";13,071198;12,144189;12,172638;14,750756;14,764412;15,339468;14,635794;14,02545;14,128748;14,000665;13,146848;NA;NA;NA;NA;NA;677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,623511833333326;13,6217288235294;-0,842448031869885;0,411972420829527;0,689169340664178;-6,15191186601036
"A_33_P3417936";5,0694923;5,589787;5,73628;4,704322;5,88195;5,643601;5,3730845;5,677234;6,9168606;7,068782;6,7917237;NA;NA;NA;NA;NA;79885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,0875871999999971;6,23353018823529;-0,262705942803684;0,796134990305794;0,934375459897281;-6,47691188679807
"A_33_P3417976";2,7612913;1,9222516;2,1759086;1,5810094;1,7854418;1,837508;2,0220997;5,2051435;2,9158344;3,2532334;2,7253385;NA;NA;NA;NA;NA;440184;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,60305315;2,82051656470588;-2,26201809170322;0,0379940561892767;0,157300421031198;-4,21291192248748
"A_33_P3418005";8,687918;7,2404838;8,941491;9,216946;7,316774;6,6838937;3,1810808;3,6602254;6,123822;6,5851364;4,988425;NA;NA;NA;NA;NA;347475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,59393131666667;6,09631191176471;7,30328645214209;1,78736081235506e-06;0,000275512602901571;5,35282010345453
"A_33_P3418125";2,230742;1,8076237;2,183104;1,4399638;1,615948;1,6880176;2,2950196;2,6571736;6,1114855;5,6475163;5,817598;NA;NA;NA;NA;NA;11010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,648530083333333;4,01555477058824;-1,15753151895938;0,26406935595764;0,522537985109853;-5,84447609437691
"A_33_P3418194";12,559978;12,774337;12,760881;11,993359;11,781201;11,826051;12,280103;11,891708;10,397066;10,337661;10,086533;NA;NA;NA;NA;NA;66004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,196729000000005;11,1573563235294;0,367655943549799;0,717955208508072;0,920016090749275;-6,44274526283743
"A_33_P3418417";2,1182804;1,5490338;1,802477;1,3246759;1,5089908;1,5824357;1,768726;1,7894986;2,6009293;2,9459295;2,4736323;NA;NA;NA;NA;NA;6519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,131463366666666;2,22519874117647;-0,3993324143075;0,694936014911242;0,918504748204862;-6,43023379675037
"A_33_P3418421";2,3742275;1,788492;2,0361595;1,996028;1,70169;1,761318;2,2384574;2,9571433;4,6627803;3,3395767;4,490496;NA;NA;NA;NA;NA;6519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,654814516666666;3,25370957058824;-1,53787250307223;0,143649179273393;0,360641450253669;-5,3679992216772
"A_33_P3418448";5,5100875;4,5653815;5,4075675;3,827526;4,385;3,3496387;2,739818;3,3452067;2,580345;2,9224577;2,4448526;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,46502118333333;3,59574414705882;2,56511492385149;0,0207764875115124;0,108253553564001;-3,66032711126464
